rank,name,position,team,salary,season
154,Darrell Arthur,F,Phoenix Suns,7464912,2019
155,Lonzo Ball,PG,Los Angeles Lakers,7461960,2019
156,Doug McDermott,SF,Indiana Pacers,7333333,2019
157,Jae Crowder,SF,Utah Jazz,7305825,2019
158,Marvin Bagley III,PF,Sacramento Kings,7305600,2019
159,D.J. Augustin,PG,Orlando Magic,7250000,2019
160,Dewayne Dedmon,C,Atlanta Hawks,7200000,2019
161,Lance Thomas,F,New York Knicks,7119650,2019
162,D'Angelo Russell,SG,Brooklyn Nets,7019698,2019
163,Davis Bertans,SF,San Antonio Spurs,7000000,2019
164,Ersan Ilyasova,PF,Milwaukee Bucks,7000000,2019
165,Langston Galloway,SG,Detroit Pistons,7000000,2019
166,Boban Marjanovic,C,Philadelphia 76ers,7000000,2019
167,Al-Farouq Aminu,PF,Portland Trail Blazers,6957105,2019
168,Jayson Tatum,PF,Boston Celtics,6700800,2019
169,Luka Doncic,SG,Dallas Mavericks,6560640,2019
170,Nemanja Bjelica,PF,Sacramento Kings,6500000,2019
171,Mario Hezonja,SF,New York Knicks,6500000,2019
172,Ben Simmons,PG,Philadelphia 76ers,6434520,2019
173,Milos Teodosic,G,LA Clippers,6300000,2019
174,Marco Belinelli,SG,San Antonio Spurs,6153846,2019
175,Wesley Johnson,F,Washington Wizards,6134520,2019
176,Josh Jackson,SG,Phoenix Suns,6041520,2019
177,Jonathon Simmons,G,Philadelphia 76ers,6000000,2019
178,Ish Smith,PG,Detroit Pistons,6000000,2019
179,Montrezl Harrell,PF,LA Clippers,6000000,2019
180,Jaren Jackson Jr.,PF,Memphis Grizzlies,5915040,2019
181,Brandon Ingram,SF,Los Angeles Lakers,5757120,2019
182,Kristaps Porzingis,PF,Dallas Mavericks,5697054,2019
183,De'Aaron Fox,PG,Sacramento Kings,5470920,2019
184,Ben McLemore,SF,Sacramento Kings,5460000,2019
185,Alex Abrines,G,Oklahoma City Thunder,5455236,2019
186,Patrick Patterson,PF,Oklahoma City Thunder,5451600,2019
187,Jason Smith,F,Washington Wizards,5450000,2019
188,Marcus Morris Sr.,SF,Boston Celtics,5375000,2019
189,Trae Young,PG,Atlanta Hawks,5356440,2019
190,DeMarcus Cousins,C,Golden State Warriors,5337000,2019
191,Dwight Howard,C,Washington Wizards,5337000,2019
192,Alexis Ajinca,C,LA Clippers,5285394,2019
193,Thabo Sefolosha,SF,Utah Jazz,5250000,2019
194,Aron Baynes,C,Boston Celtics,5193600,2019
195,Jaylen Brown,SG,Boston Celtics,5169960,2019
196,Patrick Beverley,PG,LA Clippers,5027028,2019
197,Tony Parker,G,Charlotte Hornets,5000000,2019
198,Mike Muscala,PF,Philadelphia 76ers,5000000,2019
199,Alan Williams,C,Brooklyn Nets,5000000,2019
200,Dirk Nowitzki,F,Dallas Mavericks,5000000,2019
201,Kyle Singler,F,Oklahoma City Thunder,4996000,2019
202,Jonathan Isaac,PF,Orlando Magic,4969080,2019
203,Mo Bamba,C,Orlando Magic,4865040,2019
204,Anthony Tolliver,PF,Minnesota Timberwolves,4750000,2019
205,Willie Cauley-Stein,C,Sacramento Kings,4696875,2019
206,Dragan Bender,F,Phoenix Suns,4661280,2019
207,Lauri Markkanen,PF,Chicago Bulls,4536120,2019
208,Ed Davis,C,Brooklyn Nets,4449000,2019
209,Kyle O'Quinn,C,Indiana Pacers,4449000,2019
210,Lance Stephenson,G,Los Angeles Lakers,4449000,2019
211,Wendell Carter Jr.,C,Chicago Bulls,4441200,2019
212,Justin Holiday,SF,Memphis Grizzlies,4384616,2019
213,Alex Len,C,Atlanta Hawks,4350000,2019
214,Mike Scott,PF,Philadelphia 76ers,4320500,2019
215,Luc Mbah a Moute,PF,LA Clippers,4320500,2019
216,Emmanuel Mudiay,PG,New York Knicks,4294480,2019
217,Kris Dunn,PG,Chicago Bulls,4221000,2019
218,Frank Ntilikina,PG,New York Knicks,4155720,2019
219,Glenn Robinson III,SF,Detroit Pistons,4075000,2019
220,Collin Sexton,PG,Cleveland Cavaliers,4068600,2019
221,Stanley Johnson,SF,Detroit Pistons,3940402,2019
222,Buddy Hield,SG,Sacramento Kings,3844760,2019
223,Dennis Smith Jr.,PG,New York Knicks,3819960,2019
224,Kevin Knox II,SF,New York Knicks,3739920,2019
225,J.J. Barea,PG,Dallas Mavericks,3710850,2019
226,Nene Hilario,C,Houston Rockets,3651480,2019
227,Zach Collins,PF,Portland Trail Blazers,3628920,2019
228,Frank Kaminsky,C,Charlotte Hornets,3627842,2019
229,Mikal Bridges,SF,Phoenix Suns,3552960,2019
230,Michael Beasley,SF,Los Angeles Lakers,3500000,2019
231,Jamal Murray,PG,Denver Nuggets,3499800,2019
232,Rodney Hood,SF,Portland Trail Blazers,3472887,2019
233,Jodie Meeks,G,Toronto Raptors,3454500,2019
234,Justise Winslow,SF,Miami Heat,3448926,2019
235,Malik Monk,SG,Charlotte Hornets,3447480,2019
236,Myles Turner,C,Indiana Pacers,3410284,2019
237,Allonzo Trier,G,New York Knicks,3382000,2019
238,Brook Lopez,C,Milwaukee Bucks,3382000,2019
239,Shai Gilgeous-Alexander,SG,LA Clippers,3375360,2019
240,Trey Lyles,C,Denver Nuggets,3364249,2019
241,Ekpe Udoh,F,Utah Jazz,3360000,2019
242,Devin Booker,SG,Phoenix Suns,3314365,2019
243,Luke Kennard,SG,Detroit Pistons,3275280,2019
244,Cameron Payne,PG,Cleveland Cavaliers,3263294,2019
245,Troy Daniels,SG,Phoenix Suns,3258539,2019
246,Kelly Oubre Jr.,SF,Washington Wizards,3208630,2019
247,Miles Bridges,SF,Charlotte Hornets,3206640,2019
248,Marquese Chriss,C,Houston Rockets,3206160,2019
249,Tomas Satoransky,SG,Washington Wizards,3129187,2019
250,Bryn Forbes,SG,San Antonio Spurs,3125000,2019
251,Donovan Mitchell,SG,Utah Jazz,3111480,2019
252,Terry Rozier,PG,Boston Celtics,3050390,2019
253,Jerome Robinson,SG,LA Clippers,3046200,2019
254,Yogi Ferrell,PG,Sacramento Kings,3000000,2019
255,Elfrid Payton,PG,New Orleans Pelicans,3000000,2019
256,Bam Adebayo,PF,Miami Heat,2955840,2019
257,Jakob Poeltl,C,San Antonio Spurs,2947320,2019
258,Michael Porter Jr.,PF,Denver Nuggets,2894160,2019
259,Justin Jackson,SF,Sacramento Kings,2807880,2019
260,Thon Maker,C,Milwaukee Bucks,2799720,2019
261,Seth Curry,SG,Portland Trail Blazers,2795000,2019
262,Cedi Osman,SF,Cleveland Cavaliers,2775000,2019
263,Sam Dekker,F,Washington Wizards,2760095,2019
264,Troy Brown Jr.,SF,Washington Wizards,2749080,2019
265,Justin Patton,C,Philadelphia 76ers,2667600,2019
266,Guerschon Yabusele,F,Boston Celtics,2667600,2019
267,Domantas Sabonis,PF,Indiana Pacers,2659800,2019
268,Jerian Grant,PG,Orlando Magic,2639314,2019
269,Delon Wright,PG,Memphis Grizzlies,2536898,2019
270,D.J. Wilson,PF,Milwaukee Bucks,2534280,2019
271,Dario Saric,PF,Philadelphia 76ers,2526840,2019
272,Zhaire Smith,SG,Philadelphia 76ers,2526840,2019
273,Taurean Prince,PF,Atlanta Hawks,2526840,2019
274,Justin Anderson,F,Atlanta Hawks,2516048,2019
275,Manu Ginobili,G,San Antonio Spurs,2500000,2019
276,Reggie Bullock,SF,Los Angeles Lakers,2500000,2019
277,Bobby Portis,PF,Washington Wizards,2494346,2019
278,Dante Cunningham,F,San Antonio Spurs,2487000,2019
279,Donte DiVincenzo,SG,Milwaukee Bucks,2481000,2019
280,Rondae Hollis-Jefferson,SF,Brooklyn Nets,2470357,2019
281,Emeka Okafor,C,Philadelphia 76ers,2445085,2019
282,Kendrick Perkins,C,Cleveland Cavaliers,2445085,2019
283,Tyus Jones,PG,Minnesota Timberwolves,2444053,2019
284,Jarell Martin,F,Orlando Magic,2416222,2019
285,T.J. Leaf,PF,Indiana Pacers,2407560,2019
286,Wayne Ellington,SG,Miami Heat,2383076,2019
287,Lonnie Walker IV,SG,San Antonio Spurs,2357160,2019
288,John Collins,PF,Atlanta Hawks,2299080,2019
289,Denzel Valentine,SG,Chicago Bulls,2280600,2019
290,Larry Nance Jr.,PF,Cleveland Cavaliers,2272391,2019
291,Kevin Huerter,SG,Atlanta Hawks,2250960,2019
292,Brandon Jennings,G,Milwaukee Bucks,2222803,2019
293,Harry Giles III,C,Sacramento Kings,2207040,2019
294,Darius Miller,SF,New Orleans Pelicans,2205000,2019
295,Juan Hernangomez,PF,Denver Nuggets,2166360,2019
296,Josh Okogie,SF,Minnesota Timberwolves,2160720,2019
297,Raul Neto,PG,Utah Jazz,2150000,2019
298,Terrance Ferguson,SF,Oklahoma City Thunder,2118840,2019
299,Grayson Allen,SG,Utah Jazz,2074320,2019
300,Sean Kilpatrick,G,Chicago Bulls,2054856,2019
301,OG Anunoby,SF,Toronto Raptors,2034120,2019
302,Jarrett Allen,C,Brooklyn Nets,2034120,2019
303,Corey Brewer,SG,Sacramento Kings,2000000,2019
304,Torrey Craig,SF,Denver Nuggets,2000000,2019
305,Chandler Hutchison,SF,Chicago Bulls,1990520,2019
306,Ante Zizic,C,Cleveland Cavaliers,1952760,2019
307,Shabazz Napier,PG,Brooklyn Nets,1942422,2019
308,Aaron Holiday,PG,Indiana Pacers,1911960,2019
309,Tyler Lydon,F,Denver Nuggets,1874640,2019
310,DeAndre Liggins,G,Miami Heat,1795015,2019
311,Trey Burke,PG,New York Knicks,1795015,2019
312,Malik Beasley,SG,Denver Nuggets,1773840,2019
313,Moritz Wagner,SF,Los Angeles Lakers,1762080,2019
314,Anfernee Simons,SG,Portland Trail Blazers,1760520,2019
315,Nerlens Noel,C,Oklahoma City Thunder,1757429,2019
316,Caleb Swanigan,PF,Sacramento Kings,1740000,2019
317,Furkan Korkmaz,SG,Philadelphia 76ers,1740000,2019
318,Landry Shamet,SG,Philadelphia 76ers,1703649,2019
319,Caris LeVert,SG,Brooklyn Nets,1702800,2019
320,Jonah Bolden,PF,Philadelphia 76ers,1690000,2019
321,Kyle Kuzma,PF,Los Angeles Lakers,1689840,2019
322,Tony Bradley,C,Utah Jazz,1679520,2019
323,Derrick White,PG,San Antonio Spurs,1667160,2019
324,Spencer Dinwiddie,PG,Brooklyn Nets,1656092,2019
325,Julyan Stone,G,Chicago Bulls,1656092,2019
326,MarShon Brooks,G,Memphis Grizzlies,1656092,2019
327,Josh Hart,SF,Los Angeles Lakers,1655160,2019
328,Robert Williams III,C,Boston Celtics,1654440,2019
329,Jacob Evans,SG,Golden State Warriors,1644240,2019
330,Pat Connaughton,SG,Milwaukee Bucks,1641000,2019
331,DeAndre' Bembry,SG,Atlanta Hawks,1634640,2019
332,Dzanan Musa,SG,Brooklyn Nets,1632240,2019
333,James Ennis III,SF,Philadelphia 76ers,1621415,2019
334,Omari Spellman,PF,Atlanta Hawks,1620480,2019
335,Luke Kornet,C,New York Knicks,1619260,2019
336,Rodions Kurucs,SF,Brooklyn Nets,1618320,2019
337,Richaun Holmes,C,Phoenix Suns,1600520,2019
338,T.J. McConnell,PG,Philadelphia 76ers,1600520,2019
339,Dwight Buycks,G,Detroit Pistons,1600520,2019
340,Malachi Richardson,G,Toronto Raptors,1569360,2019
341,Jahlil Okafor,C,New Orleans Pelicans,1567707,2019
342,Willy Hernangomez,C,Charlotte Hornets,1544951,2019
343,Pascal Siakam,PF,Toronto Raptors,1544951,2019
344,Dejounte Murray,PG,San Antonio Spurs,1544951,2019
345,Georgios Papagiannis,C,Portland Trail Blazers,1544951,2019
346,Chinanu Onuaku,C,Portland Trail Blazers,1544951,2019
347,Cheick Diallo,PF,New Orleans Pelicans,1544951,2019
348,Timothe Luwawu-Cabarrot,SG,Oklahoma City Thunder,1544951,2019
349,Jake Layman,SF,Portland Trail Blazers,1544951,2019
350,Quinn Cook,PG,Golden State Warriors,1544951,2019
351,Ivica Zubac,C,Los Angeles Lakers,1544951,2019
352,Rodney McGruder,SG,Miami Heat,1544951,2019
353,Wade Baldwin IV,G,Portland Trail Blazers,1544951,2019
354,Malcolm Brogdon,PG,Milwaukee Bucks,1544951,2019
355,Andrew Harrison,G,Memphis Grizzlies,1544951,2019
356,Dorian Finney-Smith,SF,Dallas Mavericks,1544951,2019
357,Paul Zipser,F,Chicago Bulls,1544951,2019
358,Wayne Selden,G,Memphis Grizzlies,1544951,2019
359,Skal Labissiere,PF,Sacramento Kings,1544951,2019
360,Damian Jones,C,Golden State Warriors,1544951,2019
361,Alex Poythress,F,Atlanta Hawks,1544951,2019
362,Shelvin Mack,G,Charlotte Hornets,1512601,2019
363,Omri Casspi,F,Memphis Grizzlies,1512601,2019
364,Georges Niang,SF,Utah Jazz,1512601,2019
365,Raymond Felton,G,Oklahoma City Thunder,1512601,2019
366,Quincy Pondexter,F,San Antonio Spurs,1512601,2019
367,Troy Williams,F,Sacramento Kings,1512601,2019
368,Carmelo Anthony,PF,Houston Rockets,1512601,2019
369,Amir Johnson,F,Philadelphia 76ers,1512601,2019
370,David Nwaba,SG,Cleveland Cavaliers,1512601,2019
371,Jamal Crawford,SG,Phoenix Suns,1512601,2019
372,Luol Deng,F,Minnesota Timberwolves,1512601,2019
373,Isaiah Canaan,G,Phoenix Suns,1512601,2019
374,Derrick Jones Jr.,SF,Miami Heat,1512601,2019
375,Udonis Haslem,PF,Miami Heat,1512601,2019
376,Dwyane Wade,G,Miami Heat,1512601,2019
377,JaVale McGee,C,Los Angeles Lakers,1512601,2019
378,Isaiah Thomas,PG,Denver Nuggets,1512601,2019
379,Jeff Green,PF,Washington Wizards,1512601,2019
380,Kevon Looney,PF,Golden State Warriors,1512601,2019
381,Jonas Jerebko,F,Golden State Warriors,1512601,2019
382,Christian Wood,PF,Milwaukee Bucks,1512601,2019
383,Derrick Rose,PG,Minnesota Timberwolves,1512601,2019
384,Jose Calderon,G,Detroit Pistons,1512601,2019
385,Zaza Pachulia,C,Detroit Pistons,1512601,2019
386,Noah Vonleh,PF,New York Knicks,1512601,2019
387,Gerald Green,SG,Houston Rockets,1512601,2019
388,Devin Harris,G,Dallas Mavericks,1512601,2019
389,Channing Frye,F,Cleveland Cavaliers,1512601,2019
390,Ian Clark,G,New Orleans Pelicans,1512601,2019
391,Treveon Graham,SG,Brooklyn Nets,1512601,2019
392,Vince Carter,G,Atlanta Hawks,1512601,2019
393,Sviatoslav Mykhailiuk,SG,Los Angeles Lakers,1487694,2019
394,Mitchell Robinson,C,New York Knicks,1485440,2019
395,Dwayne Bacon,SG,Charlotte Hornets,1378242,2019
396,Tyler Dorsey,G,Memphis Grizzlies,1378242,2019
397,Dillon Brooks,SG,Memphis Grizzlies,1378242,2019
398,Dakari Johnson,C,Memphis Grizzlies,1378242,2019
399,Thomas Bryant,C,Washington Wizards,1378242,2019
400,Royce O'Neale,SF,Utah Jazz,1378242,2019
401,Abdel Nader,SF,Oklahoma City Thunder,1378242,2019
402,Brandon Paul,G,San Antonio Spurs,1378242,2019
403,Jawun Evans,G,Oklahoma City Thunder,1378242,2019
404,Wes Iwundu,SF,Orlando Magic,1378242,2019
405,Khem Birch,PF,Orlando Magic,1378242,2019
406,Ivan Rabb,PF,Memphis Grizzlies,1378242,2019
407,Damyean Dotson,SG,New York Knicks,1378242,2019
408,Jaylen Morris,G,Milwaukee Bucks,1378242,2019
409,Frank Mason III,PG,Sacramento Kings,1378242,2019
410,Sterling Brown,SG,Milwaukee Bucks,1378242,2019
411,Rodney Purvis,G,Miami Heat,1378242,2019
412,David Stockton,G,Los Angeles Lakers,1378242,2019
413,Ike Anigbogu,C,Indiana Pacers,1378242,2019
414,Zhou Qi,C,Houston Rockets,1378242,2019
415,Antonius Cleveland,SG,Dallas Mavericks,1378242,2019
416,Maxi Kleber,PF,Dallas Mavericks,1378242,2019
417,Jordan Bell,PF,Golden State Warriors,1378242,2019
418,Frank Jackson,PG,New Orleans Pelicans,1378242,2019
419,Sindarius Thornwell,SG,LA Clippers,1378242,2019
420,Semi Ojeleye,PF,Boston Celtics,1378242,2019
421,Daniel Theis,C,Boston Celtics,1378242,2019
422,Jabari Bird,G,Atlanta Hawks,1349464,2019
423,Ben Moore,F,San Antonio Spurs,1349383,2019
424,Monte Morris,PG,Denver Nuggets,1349383,2019
425,Daniel Hamilton,F,Atlanta Hawks,1349383,2019
426,Alfonzo McKinnie,SF,Golden State Warriors,1349383,2019
427,Antonio Blakeney,G,Chicago Bulls,1349383,2019
428,Ryan Arcidiacono,PG,Chicago Bulls,1349383,2019
429,Tyrone Wallace,SG,LA Clippers,1349383,2019
430,Tyson Chandler,C,Phoenix Suns,1333140,2019
431,Shaquille Harrison,PG,Chicago Bulls,1311265,2019
432,Elie Okobo,SF,Phoenix Suns,1238464,2019
433,Jalen Brunson,PG,Dallas Mavericks,1230000,2019
434,Okaro White,F,Washington Wizards,1187862,2019
435,Joakim Noah,C,Memphis Grizzlies,1093858,2019
436,Melvin Frazier Jr.,SG,Orlando Magic,1050000,2019
437,Nick Young,G,Denver Nuggets,1042584,2019
438,Isaac Bonga,SF,Los Angeles Lakers,1000000,2019
439,Devonte' Graham,PG,Charlotte Hornets,988464,2019
440,De'Anthony Melton,SG,Phoenix Suns,949000,2019
441,Ron Baker,G,Washington Wizards,948580,2019
442,Austin Rivers,PG,Washington Wizards,922943,2019
443,Chasson Randle,G,Washington Wizards,869094,2019
444,Hamidou Diallo,SG,Oklahoma City Thunder,838464,2019
445,Chimezie Metu,PF,San Antonio Spurs,838464,2019
446,Gary Trent Jr.,SG,Portland Trail Blazers,838464,2019
447,Jevon Carter,PG,Memphis Grizzlies,838464,2019
448,Ryan Broekhoff,SG,Dallas Mavericks,838464,2019
449,Isaiah Briscoe,G,Orlando Magic,838464,2019
450,Jarred Vanderbilt,PF,Denver Nuggets,838464,2019
451,Alize Johnson,PF,Indiana Pacers,838464,2019
452,Isaiah Hartenstein,F,Houston Rockets,838464,2019
453,Bruce Brown,SG,Detroit Pistons,838464,2019
454,Khyri Thomas,SG,Detroit Pistons,838464,2019
455,Keita Bates-Diop,SF,Minnesota Timberwolves,838464,2019
456,Kenrich Williams,SF,New Orleans Pelicans,838464,2019
457,Brad Wanamaker,PG,Boston Celtics,838464,2019
458,Patrick McCaw,SF,Toronto Raptors,777665,2019
459,Kenneth Faried,F,Brooklyn Nets,683661,2019
460,Brandon Goodwin,PG,Denver Nuggets,630032,2019
461,Gary Clark,PF,Houston Rockets,596873,2019
462,Bruno Caboclo,SF,Memphis Grizzlies,522151,2019
463,Wesley Matthews,SG,New York Knicks,512746,2019
464,Salah Mejri,C,Dallas Mavericks,512746,2019
465,Nik Stauskas,G,Portland Trail Blazers,504200,2019
466,Jeremy Lin,G,Toronto Raptors,487109,2019
467,Enes Kanter,C,Portland Trail Blazers,487109,2019
468,John Jenkins,G,Washington Wizards,486520,2019
469,Chris Boucher,PF,Toronto Raptors,457418,2019
470,Malcolm Miller,SG,Toronto Raptors,457418,2019
471,Markieff Morris,PF,Washington Wizards,427288,2019
472,Henry Ellenson,PF,New York Knicks,341831,2019
473,Pau Gasol,PF,San Antonio Spurs,333285,2019
474,Andrew Bogut,C,Golden State Warriors,307648,2019
475,Jaylen Adams,PG,Atlanta Hawks,270014,2019
476,Danuel House Jr.,SF,Houston Rockets,247827,2019
477,Jimmer Fredette,G,Phoenix Suns,208509,2019
478,Tim Frazier,PG,Milwaukee Bucks,196553,2019
479,Dairis Bertans,G,New Orleans Pelicans,194220,2019
480,Ray Spalding,PF,Phoenix Suns,184746,2019
481,Deonte Burton,SG,Oklahoma City Thunder,151587,2019
482,Cameron Reynolds,SG,Minnesota Timberwolves,108953,2019
483,Chris Chiozza,PG,Houston Rockets,90005,2019
484,JaKarr Sampson,SF,Chicago Bulls,85458,2019
485,Donatas Motiejunas,F,San Antonio Spurs,59820,2019
486,Greg Monroe,C,Toronto Raptors,59820,2019
487,Michael Carter-Williams,PG,Orlando Magic,59820,2019
488,Tyler Zeller,C,Memphis Grizzlies,59820,2019
489,Jemerrio Jones,F,Los Angeles Lakers,52108,2019
490,Isaac Humphries,C,Atlanta Hawks,47371,2019
491,Mitchell Creek,G,Brooklyn Nets,47371,2019
492,BJ Johnson,SF,Sacramento Kings,42634,2019
493,Billy Garrett Jr.,G,New York Knicks,42634,2019
494,Deyonta Davis,F,Atlanta Hawks,25367,2019
495,Michael Frazier,SG,Houston Rockets,23685,2019
496,Yante Maten,F,Miami Heat,18948,2019
497,Eric Moreland,C,Toronto Raptors,17092,2019
498,Jordan McRae,SG,Washington Wizards,17092,2019
499,Jonathan Gibson,G,Boston Celtics,17092,2019
500,Tarik Phillip,G,Washington Wizards,9474,2019
501,Duncan Robinson,SG,Miami Heat,9474,2019
502,Theo Pinson,SG,Brooklyn Nets,4737,2019
503,Kendrick Nunn,SG,Miami Heat,4737,2019
1,Stephen Curry,PG,Golden State Warriors,40231758,2020
2,Chris Paul,PG,Oklahoma City Thunder,38506482,2020
3,Russell Westbrook,PG,Houston Rockets,38506482,2020
4,John Wall,PG,Washington Wizards,38199000,2020
5,Kevin Durant,SF,Brooklyn Nets,38199000,2020
6,James Harden,SG,Houston Rockets,38199000,2020
7,LeBron James,SF,Los Angeles Lakers,37436858,2020
8,Kyle Lowry,PG,Toronto Raptors,34996296,2020
9,Blake Griffin,PF,Detroit Pistons,34449964,2020
10,Tobias Harris,SF,Philadelphia 76ers,32742000,2020
11,Jimmy Butler,SF,Miami Heat,32742000,2020
12,Kawhi Leonard,SF,LA Clippers,32742000,2020
13,Klay Thompson,SG,Golden State Warriors,32742000,2020
14,Kemba Walker,PG,Boston Celtics,32742000,2020
15,Gordon Hayward,SF,Boston Celtics,32700690,2020
16,Mike Conley,PG,Utah Jazz,32511624,2020
17,Kyrie Irving,PG,Brooklyn Nets,31742000,2020
18,Khris Middleton,SF,Milwaukee Bucks,30603448,2020
19,Paul George,SG,LA Clippers,30560700,2020
20,Paul Millsap,PF,Denver Nuggets,30350000,2020
21,Damian Lillard,PG,Portland Trail Blazers,29802321,2020
22,Kevin Love,PF,Cleveland Cavaliers,28942830,2020
23,Al Horford,PF,Philadelphia 76ers,28000000,2020
24,Nikola Vucevic,C,Orlando Magic,28000000,2020
25,DeMar DeRozan,SF,San Antonio Spurs,27739975,2020
26,CJ McCollum,SG,Portland Trail Blazers,27556959,2020
27,Joel Embiid,C,Philadelphia 76ers,27504630,2020
28,Andrew Wiggins,SF,Minnesota Timberwolves,27504630,2020
29,Nikola Jokic,C,Denver Nuggets,27504630,2020
30,Devin Booker,SG,Phoenix Suns,27285000,2020
31,D'Angelo Russell,SG,Minnesota Timberwolves,27285000,2020
32,Karl-Anthony Towns,C,Minnesota Timberwolves,27285000,2020
33,Kristaps Porzingis,PF,Dallas Mavericks,27285000,2020
34,Otto Porter Jr.,SF,Chicago Bulls,27250575,2020
35,Bradley Beal,SG,Washington Wizards,27093019,2020
36,Andre Drummond,C,Detroit Pistons,27093019,2020
37,Anthony Davis,PF,Los Angeles Lakers,27093018,2020
38,Hassan Whiteside,C,Portland Trail Blazers,27093017,2020
39,Jrue Holiday,SG,New Orleans Pelicans,26231111,2020
40,LaMarcus Aldridge,PF,San Antonio Spurs,26000000,2020
41,Steven Adams,C,Oklahoma City Thunder,25842697,2020
42,Giannis Antetokounmpo,PF,Milwaukee Bucks,25842697,2020
43,Marc Gasol,C,Toronto Raptors,25595700,2020
44,Nicolas Batum,SG,Charlotte Hornets,25565217,2020
45,Chandler Parsons,SF,Atlanta Hawks,25102511,2020
46,Harrison Barnes,SF,Sacramento Kings,24147727,2020
47,Serge Ibaka,C,Toronto Raptors,23271604,2020
48,Rudy Gobert,C,Utah Jazz,23241573,2020
49,Danilo Gallinari,PF,Oklahoma City Thunder,22615559,2020
50,Victor Oladipo,SG,Indiana Pacers,21000000,2020
51,Tim Hardaway Jr.,SG,Dallas Mavericks,20025127,2020
52,Malcolm Brogdon,PG,Indiana Pacers,20000000,2020
53,Terry Rozier,PG,Charlotte Hornets,19894737,2020
54,Aaron Gordon,PF,Orlando Magic,19863636,2020
55,Zach LaVine,PG,Chicago Bulls,19500000,2020
56,Kent Bazemore,SG,Sacramento Kings,19269662,2020
57,Goran Dragic,PG,Miami Heat,19217900,2020
58,Jeff Teague,PG,Minnesota Timberwolves,19000000,2020
59,Evan Turner,SG,Atlanta Hawks,18606556,2020
60,Draymond Green,PF,Golden State Warriors,18539130,2020
61,Tristan Thompson,C,Cleveland Cavaliers,18539130,2020
62,Allen Crabbe,G,Minnesota Timberwolves,18500000,2020
63,Julius Randle,PF,New York Knicks,18000000,2020
64,Myles Turner,C,Indiana Pacers,18000000,2020
65,Gary Harris,SG,Denver Nuggets,17839286,2020
66,Derrick Favors,C,New Orleans Pelicans,17650000,2020
67,Andre Iguodala,SG,Miami Heat,17185185,2020
68,Evan Fournier,SG,Orlando Magic,17150000,2020
69,Bismack Biyombo,C,Charlotte Hornets,17000000,2020
70,Bojan Bogdanovic,SF,Utah Jazz,17000000,2020
71,Timofey Mozgov,C,Orlando Magic,16720000,2020
